,Title,Budget,Gross,MPAArating,Runtime,IMDBRating,IMDBRatingCount,IMDBMCRating,IMDBMCRatingCount,APPROVED,G,GP,M,NC-17,NOT RATED,PASSED,PG,PG13,R,TV-14,UNRATED,X,GRRating,GRRatingCount
93,Pitch Perfect,17000000.0,64998368.0,PG-13,112.0,7.2,201595.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.37,943
94,Wild,15000000.0,37877959.0,R,115.0,7.2,76575.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.92,539533
95,Paddington,55000000.0,76137505.0,PG,95.0,7.2,44818.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2,55692
96,Defiance,32000000.0,28622873.0,R,137.0,7.2,112505.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.71,21301
97,Nowhere Boy,,,R,98.0,7.2,28178.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,18
98,Meu Nome Não É Johnny,,,,124.0,7.2,4331.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,57
99,Black Mass,65000000.0,62563543.0,R,123.0,7.1,68356.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.79,3587
100,Beg,,,,196.0,8.0,626.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,11925
101,The Body,,,X,112.0,8.0,66.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.95,80604
102,The Underground Man,,,,110.0,8.0,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,853
103,Braslet-2,,,,74.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,3683975
104,Glory,18000000.0,26830000.0,R,122.0,7.9,99270.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.98,19391
105,Ed Wood,18000000.0,5887457.0,R,127.0,7.9,138957.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.22,1856825
106,Kiki's Delivery Service,,,G,103.0,7.9,70958.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,430
107,The Right Stuff,27000000.0,21500000.0,PG,193.0,7.9,43575.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.22,29043
108,Cabaret,6000000.0,42765000.0,PG,124.0,7.9,35078.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.94,177
109,The Big Country,,,UNRATED,165.0,7.9,11030.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.03,3363
110,A Night to Remember,,,NOT RATED,123.0,7.9,10300.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,11211
111,The Train,,,UNRATED,133.0,7.9,9714.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.84,478821
112,Seven Days in May,,,APPROVED,118.0,7.9,9002.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,1162
113,The Plague Dogs,,,PG-13,103.0,7.9,4245.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.82,4784
114,America America,,,,174.0,7.9,3334.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,388455
115,The Confession,,,GP,139.0,7.9,1953.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,496352
116,The Mortal Storm,,,PASSED,100.0,7.9,3149.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,35
117,The Endurance,,,G,97.0,7.9,1538.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,42346
118,Amintiri din copilarie,,,,72.0,7.9,327.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,3194
119,Gerónima,,,,96.0,7.9,22.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2
120,Deliverance,2000000.0,,R,110.0,7.8,75462.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.85,22701
121,Donnie Brasco,35000000.0,41954997.0,R,127.0,7.8,217401.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4163
122,October Sky,25000000.0,32481825.0,PG,108.0,7.8,61736.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.67,422
123,Serpico,,,R,130.0,7.8,74969.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.98,2204
124,The Motorcycle Diaries,,,R,126.0,7.8,80746.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.79,18298
125,The Dirty Dozen,,,NOT RATED,150.0,7.8,50876.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,492
126,The Longest Day,,,G,178.0,7.8,41819.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,12866
127,The Day of the Jackal,,,PG,143.0,7.8,28324.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.23,76575
128,Missing,,,R,122.0,7.8,13138.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.95,40652
129,Kes,,,PG-13,110.0,7.8,12149.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.29,1714888
130,My Darling Clementine,,,APPROVED,97.0,7.8,15884.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2
131,Birdman of Alcatraz,,,,147.0,7.8,11785.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,126
132,When the Wind Blows,,,,80.0,7.8,6832.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,38539
133,The Three Veterans,,,,96.0,7.8,702.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,950
134,Boris Godunov,,,,110.0,7.8,47.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,920
135,Queridas amigas,,,,92.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,8
136,Black Hawk Down,92000000.0,976530.0,R,144.0,7.7,280733.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.26,37513
137,Lolita,,,NOT RATED,152.0,7.7,64397.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,448324
138,Midnight Express,1800000.0,35000000.0,R,121.0,7.7,51812.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.97,1875
139,Mysterious Skin,,,NC-17,105.0,7.7,55298.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,6431
140,Gettysburg,25000000.0,10769960.0,PG,271.0,7.7,21474.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.31,2671
141,Prince of the City,,,R,167.0,7.7,4975.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,42
142,Europa Europa,,,R,112.0,7.7,11717.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.13,404
143,Isadora,,,M,131.0,7.7,1599.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,33
144,Le Silence de la Mer,,,NOT RATED,88.0,7.7,2340.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,1507
145,Caliber 9,,,,88.0,7.7,1984.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,8
146,Bandini,,,,157.0,7.7,547.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,6523
147,The Celluloid Closet,,,R,102.0,7.7,4937.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.14,1658
148,The Sorcerer's Apprentice,,,,73.0,7.7,613.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,607
149,Rikki-Tikki-Tavi,,,,,7.7,444.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,15598
150,Cerní baroni,,,,99.0,7.7,508.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,122
151,Suvi,,,,81.0,7.7,393.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,683065
152,Are We Alone in the Universe?,,,,92.0,7.7,25.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
153,Blow,30000000.0,8844782.0,R,124.0,7.6,191138.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.92,38539
154,Apollo 13,62000000.0,172071312.0,PG,140.0,7.6,200605.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.26,3964
155,High Fidelity,20000000.0,,R,113.0,7.6,138375.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.95,136813
156,Field of Dreams,,,PG,107.0,7.6,83365.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.94,308633
157,The Hours,25000000.0,3246655.0,PG-13,114.0,7.6,98946.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.89,92196
158,The Hurricane,38000000.0,,R,146.0,7.6,73575.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.12,9354
159,Christiane F.,,,R,138.0,7.6,14514.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.53,714
160,Dead Man Walking,11000000.0,,R,122.0,7.6,71029.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.06,5039
161,The Nun's Story,,,NOT RATED,149.0,7.6,6786.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,677
162,Never Cry Wolf,,,PG,105.0,7.6,6104.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.18,15194
163,Carandiru,,,R,145.0,7.6,13339.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.05,911
164,The Bishop's Wife,,,NOT RATED,109.0,7.6,9981.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2128
165,King of the Hill,8000000.0,1299318.0,PG-13,103.0,7.6,5734.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.14,153
166,The Mark of Zorro,,,APPROVED,94.0,7.6,7396.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,3104
167,The Wild Child,,,G,83.0,7.6,5637.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,2469
168,Bandit Queen,,,,119.0,7.6,3219.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,114
169,The Counterfeit Traitor,,,,140.0,7.6,1697.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,14
170,The Lusty Men,,,,113.0,7.6,1576.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
171,Hold Back the Dawn,,,NOT RATED,116.0,7.6,1091.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10
172,Cavalleria rusticana,,,,70.0,7.6,166.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,25
173,Cave in the Snow,,,,52.0,7.6,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,940
174,Dark River,,,UNRATED,82.0,7.6,109.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.86,13186
175,Sleepers,44000000.0,53300852.0,R,147.0,7.5,149609.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.15,9302
176,Marathon Man,,,R,125.0,7.5,42850.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.1,14049
177,Pumping Iron,,,PG,85.0,7.5,14588.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.26,72
178,The King and I,,,G,133.0,7.5,18482.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,683065
179,Quiz Show,,,PG-13,133.0,7.5,52068.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.45,22
180,Searching for Bobby Fischer,,,PG,109.0,7.5,22885.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.75,4
181,Reds,35000000.0,,R,195.0,7.5,15760.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.15,401168
182,Rabbit-Proof Fence,6000000.0,6165429.0,PG,94.0,7.5,22937.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.61,64
183,Cry Freedom,29000000.0,5899797.0,PG,157.0,7.5,9625.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.86,361
184,The Secret of Roan Inish,3000000.0,6101600.0,PG,103.0,7.5,6006.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.25,165
185,The Man Who Never Was,,,APPROVED,103.0,7.5,3095.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,533
186,To Hell and Back,,,APPROVED,106.0,7.5,3668.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,3738
187,The Hiding Place,,,PG,150.0,7.5,1281.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.41,145078
188,Friendly Persuasion,,,UNRATED,137.0,7.5,4757.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.91,573
189,Thirty Seconds Over Tokyo,,,PASSED,138.0,7.5,3966.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,910
190,84 Charing Cross Road,,,PG,100.0,7.5,5649.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.18,23933
191,Hong gao liang,,,,91.0,7.5,5515.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,2860
192,Entre Nous,,,PG,110.0,7.5,1220.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.24,94
193,Nine Lives,,,,96.0,7.5,1144.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,3891
194,The Battle of Russia,,,,83.0,7.5,581.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,463
195,La ciudad y los perros,,,UNRATED,135.0,7.5,379.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.08,9378
196,Wir können auch anders...,,,,92.0,7.5,1105.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1
